date,TIMESTAMP_START,TIMESTAMP_END,USTAR,TA,WD,WS,NEE_PI,FC,SC,H,SH,LE,SLE,G,TS_1,TS_2,P,RH,PA,CO2_1,CO2_2,VPD_PI,SWC_1,SWC_2,NETRAD,PPFD_IN,SW_IN,SW_DIF,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,RECO_PI,APAR,PPFD_DIF,FAPAR,ZL,timestamp
2009-09-01T00:00:00Z,200909161150,200909162572.4138,0.32479941434846266,16.314798850574714,181.78844070278186,2.908566617862372,-6.821326860841424,-3.039584187408492,0.007044540229885056,34.33028871892925,NaN,61.33636603221083,NaN,NaN,16.265209770114943,16.238047413793105,0.05603448275862069,71.03651749539596,99.07568247126437,376.8610905172414,376.8610905172414,0.6234825046040515,5.185362068965517,NaN,98.58285201149425,374.6159640804598,185.14470402298852,NaN,NaN,28.383552517985613,335.1618951149425,393.37563505747124,14.498827586206897,3.81988,NaN,142.34537068965517,NaN,NaN,2009-09-16T15:30:00Z
2009-10-01T00:00:00Z,200910161150,200910162494.08603,0.4387436305732484,6.529780619111709,181.1128108108108,3.490974562798092,0.18707563025210083,0.4150264462809917,-0.008389534883720929,9.06125219941349,NaN,13.586773178807947,NaN,NaN,8.3074695534506091,8.51653044654939,0.20511440107671602,72.48326526315789,98.59665459610028,388.37793644067796,388.37793644067796,0.2620968421052632,11.175608344549126,NaN,31.097763122476447,143.33937685060565,72.57787079407807,NaN,NaN,11.329764137931035,313.55969448183043,343.9221197846568,8.26916242937853,1.7743244680851065,NaN,94.83737819650068,NaN,NaN,2009-10-16T15:30:00Z
2009-11-01T00:00:00Z,200911156150,200911157538.8889,0.36893843843843843,5.518556944444445,179.6042923538231,3.3958260869565216,1.136485632183908,0.8338932330827068,0.013134570765661251,4.534786600496278,NaN,5.454198496240601,NaN,NaN,6.163793055555556,6.343111111111111,0.03652777777777778,72.53706156716417,99.21359860788863,397.048719054242,397.048719054242,0.2813358208955224,10.709126388888889,NaN,9.4783,117.02823611111111,60.329523611111114,NaN,NaN,7.7832290502793295,294.1806291666667,337.2781125,7.1382350486787205,1.136485632183908,NaN,72.45349027777777,NaN,NaN,2009-11-16T04:29:50Z
2009-12-01T00:00:00Z,200912161150,200912280773.6559,0.45039004149377593,-4.178219086021506,182.7051203319502,3.5102946058091287,0.8153110599078341,0.6264125766871166,-0.013162037037037038,2.2624,NaN,1.4612515337423313,NaN,NaN,2.175717741935484,2.4398790322580646,0.019086021505376347,74.34321821305842,98.74354166666667,396.613964028777,396.613964028777,0.11189175257731959,11.529608870967742,NaN,7.098100806451613,83.23069489247312,41.39492069892473,NaN,NaN,7.95164602960969,267.0435860215054,293.39572849462365,4.074162589928058,0.8153110599078341,NaN,58.65613037634409,NaN,NaN,2009-12-16T16:30:00Z
2010-01-01T00:00:00Z,201001161150,201001162494.08603,0.5436849507735584,-5.83297311827957,221.81488748241912,3.8982742616033756,0.6856524953789279,0.6012074927953891,-0.022417127071823202,10.06434975369458,NaN,1.3876743515850145,NaN,NaN,0.9894422043010752,NaN,0.002688172043010753,77.8939811023622,98.79771601615074,396.3632242090784,396.3632242090784,0.0829244094488189,10.17084811827957,NaN,13.57241129032258,110.11065725806452,52.88245564516129,NaN,NaN,9.526835800807538,257.72042204301073,287.51958333333334,3.5623480055020633,0.6856524953789279,NaN,70.71693279569892,NaN,NaN,2010-01-16T16:30:00Z
2010-02-01T00:00:00Z,201002146150,201002147638.09525,0.4468139880952381,-4.967770833333334,247.15697321428573,3.515482142857143,0.6021222707423581,0.45182738095238095,-0.0022630792227204778,32.186607266435985,NaN,2.7574642857142857,NaN,NaN,0.13913095238095238,NaN,1.4880952380952382e-4,71.26010535117057,98.68752678571428,393.5495238095238,393.5495238095238,0.129876254180602,9.073254464285714,NaN,40.781944940476194,206.39935119047618,98.68792708333334,NaN,NaN,17.069075892857143,249.66957886904763,290.5066711309524,3.2088214285714285,0.6094912663755458,NaN,119.68298660714285,NaN,NaN,2010-02-15T04:30:00Z
2010-03-01T00:00:00Z,201003161178.1965,201003162523.95694,0.4287865013774105,3.5146293800539086,197.42517217630854,3.472060606060606,0.8875739514348786,0.6904173553719009,-7.264021887824894e-4,63.89350974512744,NaN,8.510442148760331,NaN,NaN,1.8183045822102426,NaN,0.00215633423180593,51.94400141043724,98.76446495956873,396.4714823369565,396.4714823369565,0.448163610719323,10.66289218328841,NaN,94.16154312668463,389.9077648648649,188.6749447439353,NaN,NaN,24.54344204851752,258.93974932614555,328.90381401617253,4.351157608695652,0.902641592920354,NaN,131.87085444743934,NaN,NaN,2010-03-16T16:00:00Z
2010-04-01T00:00:00Z,201004156150,201004157538.8889,0.5311563845050216,9.19860138888889,190.11513342898135,3.9331248206599714,0.38464541832669324,0.3209784482758621,0.006430555555555556,80.8106587537092,NaN,21.17629555236729,NaN,NaN,7.125944444444444,NaN,0.04416666666666667,50.371792899408284,98.50014027777777,395.75497777777775,395.75497777777775,0.7040636094674556,10.116037500000001,NaN,119.75902916666666,449.244375,211.6493763888889,NaN,NaN,25.25852932960894,293.17772916666667,359.9317222222222,6.451902777777778,0.4126487025948104,NaN,178.97929722222221,NaN,NaN,2010-04-16T03:30:00Z
2010-05-01T00:00:00Z,201005161150,201005162494.08603,0.495825327510917,14.775057795698924,186.1680713245997,3.572499272197962,-2.531057395143488,-1.3413508005822417,0.011429141716566869,88.82216113744076,NaN,58.86308733624454,NaN,NaN,11.486877777777778,NaN,0.059274193548387095,53.280437125748506,98.57447222222223,393.3359486111111,393.3359486111111,0.944255988023952,9.025976388888889,NaN,162.2160255376344,566.5463064516128,264.65504166666665,NaN,NaN,37.99816869095817,324.9705806451613,389.5518521505376,10.55857638888889,2.303063829787234,NaN,187.40187903225808,NaN,NaN,2010-05-16T15:30:00Z
2010-06-01T00:00:00Z,201006156150,201006157538.8889,0.42007544141252007,16.411579022988505,200.21559229534512,3.160470304975923,-8.456798408488064,-5.020038523274478,0.029132835820895524,49.23887448559671,NaN,72.36476725521669,NaN,NaN,15.054993055555556,NaN,0.28378766140602585,71.24020892494929,98.45257440890126,384.39552875175315,384.39552875175315,0.6196774847870182,9.750291666666667,NaN,133.28156384505021,439.92146589259795,210.29368579626973,NaN,NaN,33.56057183908046,352.95546341463415,396.4596929698709,15.273767180925667,5.819385714285715,NaN,200.59170731707317,NaN,NaN,2010-06-16T03:30:00Z
